ID;Gender;Ever_Married;Age;Graduated;Profession;Work_Experience;Spending_Score;Family_Size
464883;Female;Yes;37;No;Engineer;10;Low;40
464002;Female;No;26;No;Engineer;0;Low;50
465203;Male;No;32;Yes;Healthcare;20;Low;30
461860;Female;Yes;81;Yes;Lawyer;10;High;20
459934;Male;No;49;Yes;Artist;0;Low;10
461408;Male;Yes;46;Yes;Marketing;10;Low;30
459545;Female;No;20;No;Doctor;;Low;40
460737;Male;;66;Yes;Artist;0;Low;
459967;Male;No;27;Yes;Entertainment;90;Low;30
464493;Female;Yes;66;Yes;Lawyer;60;Average;40
463020;Male;Yes;31;Yes;Artist;0;Average;30
466704;Male;Yes;53;Yes;Doctor;40;Average;20
462950;Female;No;29;Yes;Doctor;0;Low;50
459862;Male;Yes;70;No;Executive;;High;20
465560;Male;Yes;60;Yes;Entertainment;10;Average;50
465114;Female;No;43;No;Doctor;40;Low;60
464908;Male;Yes;73;Yes;Entertainment;50;Low;10
459761;Female;No;47;No;Engineer;;Low;
464109;Male;Yes;47;No;Entertainment;0;Average;30
463748;Male;No;20;No;Healthcare;10;Low;30
461808;Male;Yes;38;Yes;Artist;0;Low;20
461716;Female;Yes;56;Yes;Lawyer;50;High;90
466409;Male;Yes;51;Yes;Artist;0;Average;50
464160;Male;Yes;27;Yes;Artist;40;Average;20
462459;Male;No;30;Yes;Artist;20;Low;20
463347;Male;Yes;49;Yes;Artist;10;Average;40
461117;Female;No;30;Yes;Healthcare;0;Low;60
467023;Male;Yes;26;No;Doctor;90;Average;20
462637;Female;Yes;58;No;Marketing;;Average;60
465068;Male;Yes;42;Yes;Artist;30;Average;40
463731;Male;No;23;No;Healthcare;0;Low;
462239;Male;Yes;49;Yes;Executive;10;High;50
467472;Male;Yes;59;Yes;Executive;30;High;40
460269;Male;No;31;Yes;Healthcare;80;Low;
466286;Female;Yes;49;Yes;Artist;0;Average;50
467017;Male;No;31;Yes;Engineer;;Low;40
463767;Male;Yes;32;Yes;Artist;90;Average;20
466653;Male;Yes;41;Yes;Entertainment;50;Low;10
464982;Male;Yes;71;Yes;Executive;10;High;40
465021;Male;Yes;62;Yes;Entertainment;0;Average;30
462513;Male;No;26;Yes;Artist;;Low;40
460079;Female;No;41;No;Doctor;0;Low;10
460092;Male;No;41;Yes;Doctor;20;Low;20
462534;Male;No;38;Yes;Artist;;Low;10
466172;Male;Yes;53;Yes;Artist;30;Average;30
463370;Male;Yes;46;Yes;Doctor;20;Low;40
463030;Male;Yes;50;Yes;Executive;10;High;30
465359;Female;Yes;40;No;Artist;10;Low;10
462504;Female;No;49;No;Artist;90;Low;10
465937;Female;No;30;Yes;Healthcare;90;Low;30
460534;Male;Yes;36;Yes;Artist;0;Average;40
461032;Female;Yes;66;Yes;Lawyer;0;High;30
463285;Male;Yes;31;No;Marketing;;Low;40
466773;Female;Yes;37;Yes;;0;Low;
463568;Female;No;26;No;Healthcare;10;Low;
463785;Female;No;27;No;Healthcare;0;Low;40
467127;Male;Yes;70;No;Lawyer;;Low;10
467469;Male;Yes;43;No;Entertainment;;Average;30
461358;Male;No;42;No;Entertainment;10;Low;30
464803;Male;No;28;No;Doctor;10;Low;10
460938;Male;No;38;Yes;Artist;;Low;10
460960;Male;Yes;48;Yes;Entertainment;60;Low;20
461461;Male;Yes;36;No;Entertainment;90;Average;20
460192;Male;Yes;41;Yes;;0;Low;20
466960;Male;Yes;40;Yes;Artist;10;Low;20
466674;Female;Yes;57;Yes;Artist;0;High;20
467747;Female;Yes;50;Yes;Artist;;High;40
460037;Female;No;42;Yes;Entertainment;50;Low;70
461310;Male;No;20;No;Marketing;;Low;50
460166;Female;No;21;No;Healthcare;10;Low;70
459454;Male;Yes;38;No;Artist;;Average;20
461403;Female;No;27;Yes;Healthcare;0;Low;40
459129;Female;No;26;Yes;Marketing;90;Low;
464453;Female;Yes;46;Yes;Artist;40;High;50
463926;Female;No;27;No;Engineer;0;Low;60
462718;Female;No;25;No;Marketing;80;Low;50
464440;Male;Yes;87;Yes;Lawyer;0;High;20
467197;Male;No;27;Yes;Healthcare;10;Low;30
465070;Female;Yes;48;Yes;Marketing;60;Low;10
466127;Male;Yes;51;Yes;Doctor;10;Average;40
466941;Male;Yes;81;Yes;Lawyer;;High;20
467918;Male;Yes;48;Yes;Artist;70;Average;20
462696;Male;Yes;52;No;Artist;0;High;20
464135;Female;Yes;68;Yes;Lawyer;0;High;20
467586;Male;Yes;35;Yes;Artist;30;Average;30
460794;Female;Yes;39;Yes;Homemaker;90;Low;10
460155;Female;Yes;53;Yes;Artist;20;High;20
464606;Male;Yes;41;Yes;Artist;10;Average;20
465856;Male;Yes;41;Yes;Artist;110;High;20
463214;Female;No;25;No;Engineer;10;Low;10
462848;Female;Yes;23;No;Healthcare;70;High;20
465293;Female;Yes;47;Yes;Artist;10;High;50
461666;Female;Yes;35;Yes;Artist;0;High;20
459773;Male;Yes;51;Yes;Executive;10;Low;30
463647;Female;No;38;Yes;Engineer;10;Low;10
464156;Male;Yes;62;Yes;Artist;100;Low;10
460457;Female;No;43;Yes;Entertainment;80;Low;
463139;Male;Yes;60;Yes;Executive;10;High;60
464355;Male;Yes;47;Yes;Executive;10;High;40
462183;Male;No;22;No;Marketing;0;Low;40
466697;Female;No;31;No;Marketing;0;Low;30
466730;Female;Yes;38;Yes;Engineer;30;Low;20
466394;Female;Yes;42;No;Entertainment;60;Average;50
459009;Female;Yes;50;Yes;Artist;10;Average;30
460554;Male;Yes;38;No;Artist;50;Average;30
462498;Female;Yes;55;Yes;Doctor;0;Average;30
459926;Female;Yes;71;Yes;Artist;10;Average;20
465910;Male;Yes;38;No;Artist;100;Average;40
459166;Male;Yes;77;Yes;Artist;10;Low;10
462545;Male;No;33;No;Engineer;10;Low;30
459406;Male;Yes;72;No;Executive;0;High;20
464772;Female;Yes;43;No;Engineer;90;Average;40
465491;Female;No;35;Yes;Artist;0;Low;30
463123;Female;No;33;Yes;Doctor;10;Low;30
462015;Male;Yes;27;Yes;Entertainment;0;Average;20
461107;Male;No;21;No;Healthcare;0;Low;60
459265;Female;Yes;41;Yes;Artist;0;Average;20
462789;Female;No;19;No;Healthcare;;Low;60
465356;Female;;50;No;Artist;10;High;40
460295;Male;No;29;Yes;Artist;90;Low;30
463871;Female;Yes;46;No;Artist;80;Low;10
464594;Male;Yes;46;Yes;Artist;10;Low;10
460694;Female;Yes;53;No;Engineer;30;Low;10
464369;Male;Yes;36;Yes;Executive;10;High;40
463983;Female;Yes;36;No;Engineer;0;Average;20
463973;Male;Yes;56;No;Executive;;High;50
465721;Male;Yes;25;Yes;Entertainment;10;High;20
467347;Female;No;32;No;Entertainment;;Low;40
461325;Male;No;61;Yes;Entertainment;10;Low;30
465335;Male;Yes;61;No;Entertainment;10;Average;20
461871;Male;Yes;53;Yes;Artist;0;Average;20
466296;Male;Yes;69;No;Executive;10;High;40
462252;Male;No;47;Yes;Entertainment;40;Low;10
460209;Female;Yes;26;Yes;Entertainment;50;Low;70
465890;Female;No;39;Yes;Artist;90;Low;10
459745;Male;Yes;47;No;Artist;0;Low;40
465715;Female;Yes;69;Yes;Artist;70;Low;10
467168;Male;Yes;46;Yes;Artist;80;Average;20
465805;Male;Yes;50;Yes;Engineer;;Low;10
461417;Female;No;37;Yes;Doctor;10;Low;30
462938;Female;No;50;Yes;Artist;60;Low;10
463869;Female;Yes;52;Yes;Doctor;0;Average;40
459071;Male;No;28;Yes;Healthcare;50;Low;40
460193;Male;No;42;Yes;Entertainment;30;Low;20
462936;Female;No;43;Yes;Engineer;;Low;10
464015;Female;No;42;Yes;Artist;;Low;20
467961;Male;Yes;45;Yes;Executive;10;High;50
464442;Male;Yes;57;Yes;Lawyer;10;High;20
465834;Male;No;48;Yes;Entertainment;0;Low;30
462857;Male;No;18;No;Healthcare;10;Low;30
467268;Male;Yes;88;Yes;Lawyer;;Low;10
463474;Male;Yes;51;No;Artist;30;Average;20
463607;Female;No;29;Yes;Engineer;10;Low;50
460793;Female;Yes;28;No;Artist;;Low;30
464874;Female;Yes;47;Yes;Artist;0;Average;40
465907;Female;No;25;Yes;Marketing;80;Low;
465186;Female;Yes;38;No;Artist;40;Average;40
463861;Male;Yes;37;Yes;Artist;10;Low;10
464027;Male;No;22;No;Healthcare;90;Low;40
460985;Female;Yes;61;Yes;Engineer;0;Average;20
466870;Male;Yes;42;Yes;Artist;0;Average;20
466060;Male;Yes;60;Yes;Artist;10;Average;20
461273;Male;Yes;73;Yes;Entertainment;10;High;40
464925;Male;;60;No;Executive;60;Average;20
465673;Female;No;27;;Marketing;80;Low;40
461648;Female;Yes;49;Yes;Artist;10;Low;10
467631;Male;Yes;72;Yes;Lawyer;30;High;20
467804;Female;Yes;43;Yes;Artist;10;Average;20
465946;Female;Yes;50;Yes;;10;Low;20
460076;Female;No;49;Yes;;0;Low;20
466000;Male;Yes;38;Yes;Doctor;50;Low;20
459445;Female;Yes;35;Yes;Artist;0;Average;30
466292;Female;Yes;82;No;Lawyer;10;High;20
463804;Male;Yes;63;Yes;Artist;90;Low;10
464081;Male;Yes;73;Yes;Executive;110;High;20
462543;Female;Yes;38;Yes;Artist;40;Low;10
463444;Male;Yes;61;Yes;Lawyer;;High;20
463051;Female;No;42;Yes;Homemaker;100;Low;10
465893;Female;Yes;43;Yes;Engineer;0;Average;20
466812;Male;No;31;No;Homemaker;140;Low;10
463129;Male;Yes;69;No;Doctor;;Low;10
467091;Female;No;42;Yes;Entertainment;10;Low;30
460268;Male;Yes;32;Yes;Artist;90;Average;20
465757;Male;Yes;39;Yes;Artist;30;Average;40
460021;Female;Yes;48;Yes;Artist;0;Average;40
463859;Male;Yes;39;Yes;Artist;60;Average;20
460053;Male;Yes;55;Yes;Artist;90;Average;20
466659;Male;Yes;60;Yes;Doctor;10;High;20
466533;Female;No;51;Yes;Entertainment;10;Low;10
465307;Female;Yes;61;Yes;Artist;0;Average;30
464592;Female;No;43;Yes;Artist;10;Low;10
460975;Male;Yes;86;;Lawyer;10;High;20
461647;Female;Yes;55;Yes;Artist;20;Average;30
467462;Female;Yes;43;Yes;Artist;10;Average;50
467594;Male;Yes;45;No;Executive;0;Average;30
464255;Female;Yes;50;Yes;Artist;10;Average;50
461701;Male;Yes;40;No;Artist;10;Average;20
466516;Male;No;19;No;Healthcare;0;Low;30
464036;Female;No;25;Yes;Doctor;30;Low;10
461887;Female;No;89;Yes;Lawyer;20;Low;10
464093;Female;No;25;No;Engineer;10;Low;
466177;Female;Yes;49;Yes;Artist;0;Average;30
467486;Female;Yes;46;Yes;Engineer;10;Average;50
466775;Female;Yes;83;Yes;Lawyer;0;Low;20
467412;Male;Yes;35;Yes;Executive;60;Average;40
460546;Female;Yes;71;Yes;Lawyer;10;Low;20
466204;Male;Yes;50;Yes;Artist;0;Average;30
459000;Male;Yes;58;No;Executive;120;High;20
460635;Male;Yes;29;No;Healthcare;;High;20
466781;Male;Yes;35;Yes;Artist;10;Average;40
464992;Male;Yes;67;Yes;Executive;0;High;20
464921;Male;Yes;35;No;Doctor;0;Average;50
458982;Male;Yes;61;Yes;Executive;10;High;30
461045;Female;No;29;No;Entertainment;0;Low;20
466644;Female;No;49;Yes;Homemaker;0;Low;
459623;Male;Yes;46;No;Entertainment;;Average;50
459346;Male;Yes;47;Yes;Executive;0;Average;50
464183;Female;No;37;No;Artist;40;Low;20
466642;Male;No;18;No;Healthcare;90;Low;30
460519;Female;No;23;No;Entertainment;0;Low;20
462687;Male;No;29;No;Homemaker;110;Low;30
464847;Female;Yes;52;No;Artist;;Average;40
467921;Female;No;43;Yes;Artist;10;Low;40
460863;Male;Yes;66;Yes;Artist;0;Low;50
464168;Male;Yes;45;Yes;Executive;10;High;30
464819;Female;Yes;67;Yes;Lawyer;10;Low;10
465718;Female;Yes;49;Yes;Marketing;90;Low;20
461025;Male;Yes;38;No;Executive;10;High;40
466243;Female;Yes;38;No;Engineer;10;Low;20
463059;Female;No;32;Yes;Homemaker;100;Low;10
466962;Male;Yes;48;Yes;Artist;80;Average;20
463067;Female;No;42;Yes;Homemaker;70;Low;10
465755;Female;No;50;Yes;Artist;80;Low;30
460088;Female;Yes;33;Yes;Homemaker;;High;20
466301;Male;Yes;50;Yes;Artist;0;Average;30
467884;Female;Yes;30;Yes;Engineer;80;High;60
459908;Male;Yes;89;No;Lawyer;0;Low;
459315;Female;Yes;27;Yes;Doctor;10;Low;20
465343;Female;Yes;43;Yes;Engineer;10;Average;40
467772;Female;No;25;No;Marketing;10;Low;20
463601;Female;No;19;No;Healthcare;40;Low;50
460292;Female;No;27;Yes;Marketing;120;Low;30
466566;Male;No;43;Yes;Artist;10;Low;10
459500;Male;Yes;37;Yes;Entertainment;10;Average;40
460267;Female;No;27;Yes;Healthcare;10;Low;90
467298;Male;Yes;61;Yes;Healthcare;10;Low;20
467095;Male;Yes;41;No;Engineer;0;Average;20
465919;Female;No;50;Yes;Artist;0;Low;10
461835;Female;Yes;60;Yes;Artist;10;Average;20
461302;Male;No;20;No;Healthcare;0;Low;40
461275;Male;Yes;66;Yes;Marketing;10;High;20
463115;Male;Yes;36;Yes;Homemaker;50;Low;10
466362;Male;Yes;65;Yes;Lawyer;10;High;20
462784;Female;No;30;No;Executive;;Low;10
467498;Male;Yes;56;Yes;Lawyer;;Low;30
463490;Male;No;20;No;Healthcare;10;Low;40
463836;Female;Yes;38;Yes;Artist;0;Low;10
459923;Male;No;31;Yes;Marketing;0;Low;20
462590;Female;Yes;30;No;Engineer;;Average;30
464164;Female;Yes;81;Yes;Lawyer;0;High;20
460298;Female;No;52;Yes;Lawyer;40;Low;10
467819;Male;Yes;57;Yes;Artist;0;Low;10
460722;Male;Yes;30;No;Entertainment;10;Average;30
466407;Male;Yes;55;No;Entertainment;10;Low;30
462411;Male;No;38;Yes;Artist;80;Low;10
466198;Male;Yes;70;No;Lawyer;0;High;20
462153;Male;Yes;59;No;Artist;0;Low;10
467180;Male;Yes;39;Yes;Healthcare;10;Low;30
461481;Female;Yes;58;Yes;Artist;90;Average;30
464589;Male;Yes;30;No;Entertainment;110;Low;20
461471;Female;Yes;73;Yes;Artist;10;Average;20
463981;Female;No;25;Yes;Artist;50;Low;10
459793;Male;Yes;40;Yes;Artist;0;High;
464146;Male;No;38;Yes;Entertainment;10;Low;20
464498;Male;Yes;45;Yes;Artist;;Average;30
459589;Male;No;25;No;Healthcare;10;Low;50
459775;Male;No;36;Yes;Artist;;Low;20
459829;Male;Yes;53;Yes;Artist;30;High;30
463314;Female;No;27;No;Healthcare;0;Low;40
459723;Male;Yes;49;Yes;Artist;60;Average;20
459122;Female;Yes;51;Yes;Artist;60;Average;50
462221;Male;No;33;No;Healthcare;0;Low;70
463528;Male;Yes;67;No;Executive;;High;20
459112;Female;Yes;72;Yes;Lawyer;10;High;
462694;Male;Yes;61;Yes;Entertainment;60;Average;20
466757;Female;Yes;47;No;Engineer;0;Low;10
464413;Female;Yes;36;Yes;Engineer;0;Low;10
464690;Male;Yes;40;No;Engineer;20;Average;
466425;Male;Yes;32;Yes;Entertainment;10;Average;20
460474;Female;Yes;40;No;Homemaker;90;Average;50
467261;Female;Yes;77;Yes;Lawyer;0;High;20
463411;Male;Yes;42;Yes;Entertainment;;Average;20
463322;Female;Yes;72;Yes;Lawyer;10;High;40
466193;Male;Yes;84;No;Lawyer;0;Low;10
461555;Male;No;27;No;Entertainment;;Low;10
459738;Male;Yes;32;Yes;Artist;10;Low;20
459008;Female;Yes;52;Yes;Artist;10;Average;30
462004;Female;Yes;53;Yes;Artist;;High;60
459836;Male;;32;Yes;Healthcare;80;High;50
461250;Female;Yes;47;Yes;Lawyer;20;High;40
461926;Female;Yes;63;Yes;Artist;40;Average;40
459578;Male;Yes;35;Yes;Executive;20;Average;50
466003;Female;Yes;27;Yes;Marketing;90;Low;10
465460;Male;No;49;Yes;Artist;0;Low;10
462862;Female;No;31;No;Homemaker;80;Low;10
466388;Male;;20;No;Healthcare;0;Low;20
465084;Male;Yes;61;Yes;Executive;50;High;20
465777;Female;No;30;Yes;Artist;90;Low;50
466688;Male;No;23;No;Healthcare;10;Low;30
461029;Male;Yes;42;No;Entertainment;80;Low;20
462132;Male;Yes;47;;Artist;40;Low;10
464812;Female;Yes;48;Yes;Engineer;0;High;50
459351;Female;Yes;57;Yes;Artist;0;High;
465099;Male;Yes;39;No;Entertainment;0;Average;20
465730;Male;Yes;43;Yes;Executive;60;High;30
462138;Female;Yes;56;Yes;Artist;10;Low;20
466144;Female;Yes;48;No;Artist;0;Low;
465630;Male;No;26;Yes;Artist;;Low;10
460332;Male;No;28;Yes;Healthcare;0;Low;50
462342;Female;Yes;71;Yes;Lawyer;80;High;20
459007;Female;Yes;42;Yes;Artist;10;Average;30
465130;Female;Yes;50;Yes;Artist;0;Average;90
459702;Female;Yes;62;Yes;Lawyer;10;Low;30
461401;Male;Yes;43;Yes;Artist;10;Average;30
463916;Female;No;32;No;Engineer;90;Low;40
459938;Male;No;61;Yes;Artist;10;Low;10
460199;Female;Yes;39;Yes;Entertainment;50;Low;20
466684;Female;Yes;46;Yes;Artist;0;Average;20
465978;Male;Yes;50;Yes;Artist;10;Average;30
465682;Male;Yes;39;Yes;Artist;0;Low;40
462693;Female;No;35;Yes;Artist;10;Low;10
459734;Female;Yes;85;Yes;Artist;10;Low;
459952;Female;No;35;Yes;Entertainment;70;Low;20
466450;Female;No;33;Yes;Healthcare;10;Low;10
466556;Male;No;21;No;Healthcare;10;Low;30
459932;Female;No;46;Yes;Artist;90;Low;10
460420;Female;No;37;Yes;Artist;10;Low;10
466928;Female;No;26;;Healthcare;0;Low;70
463513;Male;Yes;79;Yes;Artist;;High;20
460123;Female;Yes;33;Yes;Engineer;90;Low;20
462357;Male;No;25;Yes;Artist;10;Low;30
459866;Female;No;51;Yes;Artist;;Low;10
464094;Male;Yes;53;Yes;Executive;10;High;40
467852;Female;No;41;Yes;Artist;100;Low;10
462526;Female;Yes;46;Yes;Artist;30;Average;50
461677;Male;No;32;Yes;Healthcare;80;Low;
463611;Male;No;62;Yes;Artist;0;Low;
467389;Male;No;43;No;Engineer;10;Low;
463180;Male;Yes;36;Yes;Artist;0;Low;30
461572;Female;Yes;57;Yes;Artist;0;Average;30
464607;Female;Yes;49;Yes;Artist;0;Average;40
463921;Female;Yes;49;Yes;;;Low;10
467679;Female;Yes;51;Yes;Artist;;Average;40
463694;Female;No;40;No;Marketing;;Low;
467751;Male;Yes;48;Yes;Artist;10;Average;30
465563;Male;Yes;59;Yes;Entertainment;10;Average;50
465589;Male;Yes;40;Yes;Artist;0;Average;30
459215;Female;Yes;58;Yes;Artist;0;Low;30
466826;Male;Yes;43;Yes;Entertainment;0;Low;20
461164;Female;No;39;Yes;Doctor;90;Low;10
459305;Male;Yes;29;No;Healthcare;130;High;20
460181;Female;Yes;37;Yes;Marketing;90;Low;10
466447;Female;Yes;49;Yes;Artist;0;Average;40
467735;Male;No;26;Yes;Doctor;10;Low;20
463755;Female;Yes;63;No;Artist;0;High;20
460930;Male;No;26;Yes;Artist;100;Low;50
465246;Male;No;21;No;Healthcare;10;Low;50
459683;Female;Yes;56;Yes;Engineer;10;Average;30
463491;Male;Yes;27;Yes;Doctor;90;Average;30
466058;Male;Yes;35;No;Entertainment;10;Low;
459985;Female;No;39;Yes;Doctor;80;Low;20
464523;Female;No;30;Yes;Healthcare;130;Low;
462815;Male;Yes;84;No;Lawyer;10;Low;10
464187;Female;No;41;No;Engineer;90;Low;10
461246;Male;Yes;51;Yes;Artist;;Average;50
460655;Male;No;19;Yes;Marketing;;Low;40
467137;Female;Yes;59;Yes;Engineer;0;Low;10
462477;Male;No;25;Yes;Entertainment;70;Low;30
463906;Female;Yes;40;Yes;Engineer;0;Average;40
465855;Male;No;42;Yes;Artist;10;Low;10
467334;Male;Yes;73;No;Executive;0;High;20
461600;Male;No;30;Yes;Marketing;10;Low;50
465828;Female;No;29;No;Entertainment;90;Low;40
463494;Male;Yes;47;;Healthcare;;Average;40
460279;Female;Yes;27;No;Entertainment;60;High;20
463136;Male;Yes;35;Yes;Artist;10;High;30
459869;Female;No;23;No;Healthcare;10;Low;30
467916;Female;Yes;48;Yes;Artist;60;Low;10
465853;Female;Yes;33;Yes;Healthcare;;Average;20
461890;Female;Yes;45;Yes;Artist;0;Average;20
466582;Female;No;23;No;Healthcare;10;Low;30
461076;Male;No;42;Yes;Entertainment;10;Low;80
466713;Female;Yes;69;Yes;Artist;10;High;40
460753;Female;No;33;No;Healthcare;10;Low;60
460262;Male;No;28;No;Executive;90;Low;40
465249;Female;No;19;No;Healthcare;10;Low;40
466083;Female;No;21;No;Marketing;20;Low;20
459137;Male;Yes;42;Yes;Artist;70;Average;20
459485;Female;Yes;87;Yes;Lawyer;;High;20
461734;Female;Yes;81;No;;;High;20
467416;Female;No;38;Yes;Doctor;80;Low;10
463137;Female;No;31;Yes;Homemaker;80;Low;10
459839;Male;Yes;45;No;Engineer;10;Average;50
465665;Female;Yes;83;Yes;Lawyer;10;Low;10
466922;Female;No;22;No;Healthcare;0;Low;
464747;Female;Yes;69;No;Engineer;0;Average;40
464920;Male;No;36;Yes;Artist;20;Low;10
461638;Male;Yes;70;Yes;Entertainment;0;High;20
461972;Male;Yes;40;No;;;Average;50
467790;Male;No;21;No;Healthcare;10;Low;60
463402;Male;No;19;No;Healthcare;70;Low;40
462900;Male;Yes;39;Yes;Artist;0;Average;30
460688;Male;Yes;28;No;Doctor;50;Low;20
466033;Female;Yes;40;Yes;Artist;0;Average;40
459620;Female;Yes;29;No;Marketing;;Low;
467121;Male;Yes;53;Yes;Doctor;10;Low;
461440;Female;Yes;42;Yes;Artist;10;Average;20
459598;Male;Yes;40;No;Artist;;Average;20
465670;Female;No;48;No;Engineer;120;Low;10
463985;Female;Yes;29;Yes;Artist;40;Low;20
466347;Male;Yes;71;No;Executive;50;Low;30
459077;Female;Yes;82;No;Lawyer;0;High;20
460339;Female;Yes;50;Yes;Entertainment;40;Low;20
459970;Male;No;40;Yes;Artist;10;Low;20
463464;Male;No;18;No;Healthcare;60;Low;40
459313;Male;Yes;42;No;Entertainment;0;Average;40
466990;Male;Yes;39;Yes;Entertainment;90;Average;20
460077;Female;No;32;Yes;Artist;;Low;10
460369;Female;Yes;50;Yes;Artist;;Low;20
464108;Female;Yes;60;Yes;Engineer;10;Average;30
463792;Female;No;38;No;Engineer;;Low;10
462261;Male;Yes;60;No;Engineer;0;Average;30
463312;Male;Yes;40;No;Engineer;30;Low;10
462667;Female;Yes;40;No;Homemaker;20;Average;20
462917;Male;Yes;65;No;Doctor;10;Low;10
463898;Female;No;38;Yes;Healthcare;0;Low;20
459157;Male;No;37;Yes;Engineer;10;Low;10
460287;Male;Yes;53;Yes;Artist;0;Low;10
460521;Male;No;39;Yes;Artist;10;Low;
460684;Male;Yes;62;No;Entertainment;80;Low;20
462319;Male;Yes;47;Yes;Artist;10;Average;20
460614;Male;;38;Yes;Entertainment;;Average;40
462925;Female;Yes;30;No;Homemaker;;Average;20
465128;Female;Yes;62;No;Artist;10;Average;30
465222;Male;Yes;69;No;Doctor;80;Low;20
467850;Female;No;19;No;Healthcare;0;Low;20
465488;Male;No;18;No;Healthcare;0;Low;40
461266;Female;No;35;Yes;Artist;;Low;10
467453;Male;No;49;No;Healthcare;;Low;10
467672;Female;Yes;36;Yes;Artist;70;Average;20
466606;Female;Yes;35;Yes;Engineer;0;Low;30
465596;Male;;36;Yes;Healthcare;80;High;20
462309;Male;No;30;Yes;Healthcare;;Low;10
461840;Male;Yes;47;Yes;Executive;80;High;40
461284;Male;No;23;No;Artist;10;Low;40
467878;Female;Yes;42;Yes;Doctor;0;Average;40
465553;Female;Yes;47;Yes;Artist;80;Average;40
463346;Male;Yes;40;Yes;Healthcare;10;Low;30
466232;Male;Yes;59;No;Executive;0;High;30
465183;Female;Yes;38;Yes;Artist;30;Low;20
462382;Male;Yes;73;Yes;Lawyer;10;High;20
461363;Male;No;45;Yes;Artist;0;Low;10
465658;Male;Yes;71;Yes;Artist;0;Average;40
460748;Female;Yes;60;No;Engineer;0;Low;20
466217;Male;No;27;Yes;Doctor;0;Low;20
465484;Female;Yes;57;Yes;Artist;0;Low;20
459401;Male;No;26;No;Healthcare;10;Low;30
459783;Female;Yes;18;No;Artist;;High;
462326;Female;Yes;42;Yes;Artist;40;Average;20
459870;Male;Yes;49;No;Executive;110;High;40
467676;Male;Yes;40;Yes;Entertainment;80;Low;20
464488;Female;No;40;Yes;Artist;50;Low;90
466076;Male;No;19;No;Healthcare;80;Low;30
462275;Male;Yes;42;Yes;Artist;10;Average;20
459396;Female;No;50;Yes;Engineer;0;Low;10
464417;Male;Yes;72;No;Entertainment;20;Average;20
467311;Male;Yes;67;Yes;Lawyer;10;High;30
464034;Male;Yes;37;Yes;Entertainment;30;Low;10
467748;Male;Yes;38;Yes;Executive;;High;40
465010;Female;No;42;Yes;Marketing;;Low;30
459886;Male;Yes;26;No;Artist;10;Low;40
466435;Male;Yes;32;No;Executive;10;High;50
463885;Male;Yes;51;Yes;Artist;10;Low;10
462915;Male;Yes;61;No;Engineer;50;Average;30
462824;Male;Yes;38;No;Engineer;0;Average;30
460696;Male;Yes;73;No;Lawyer;10;Low;10
466662;Female;No;30;No;Engineer;10;Low;
461658;Female;Yes;62;Yes;Artist;0;Average;20
467142;Male;Yes;40;Yes;Executive;0;Low;40
460127;Male;No;42;Yes;Healthcare;80;Low;30
467542;Male;No;30;Yes;Healthcare;90;Low;10
462901;Female;Yes;46;No;Homemaker;90;Low;10
465547;Female;Yes;68;;Lawyer;0;Low;10
464797;Female;Yes;38;No;Engineer;90;Average;40
460867;Male;Yes;40;Yes;Doctor;0;Average;50
464438;Male;Yes;50;No;Entertainment;0;Average;30
460779;Female;No;28;No;Entertainment;10;Low;20
458996;Female;Yes;71;No;;10;Low;10
460276;Female;Yes;37;Yes;Artist;30;Low;20
466478;Female;Yes;51;Yes;Artist;0;Average;40
463834;Female;Yes;41;Yes;Engineer;10;Average;40
465796;Female;Yes;65;Yes;Artist;0;Average;40
460654;Female;Yes;48;No;Marketing;0;Average;20
459752;Female;Yes;63;Yes;;;Average;30
459057;Male;Yes;68;No;Lawyer;;High;
465641;Female;Yes;47;Yes;Artist;0;Average;20
467854;Male;No;28;Yes;Artist;90;Low;20
459291;Female;No;38;Yes;Entertainment;0;Low;10
460749;Male;No;36;Yes;Entertainment;10;Low;20
467861;Female;No;27;No;Artist;;Low;40
459446;Male;Yes;36;No;Entertainment;;Average;30
459229;Female;Yes;65;Yes;Lawyer;0;Average;40
466038;Female;No;27;No;Homemaker;90;Low;10
459507;Male;Yes;69;No;Lawyer;;High;20
467494;Female;Yes;80;Yes;Lawyer;0;High;
466794;Male;;59;Yes;Entertainment;;Average;40
464682;Male;Yes;50;;Executive;40;Average;90
459472;Female;Yes;77;No;Lawyer;;High;20
466023;Male;Yes;68;No;Executive;;High;30
467538;Male;Yes;50;Yes;Artist;0;Low;30
459266;Male;No;26;Yes;Healthcare;50;Low;50
467642;Male;Yes;46;Yes;Artist;20;Average;40
466477;Male;Yes;36;Yes;Artist;;Average;20
459579;Female;Yes;40;Yes;Artist;40;Average;50
464143;Male;No;33;Yes;Healthcare;90;Low;50
467678;Male;No;56;No;Marketing;10;Low;20
466053;Female;No;25;No;Doctor;20;Low;10
467038;Male;Yes;61;Yes;Lawyer;10;High;20
466822;Female;Yes;42;Yes;Entertainment;0;Average;40
464371;Male;Yes;49;Yes;Artist;10;Low;40
462788;Male;Yes;48;No;Entertainment;10;Average;30
459334;Male;Yes;36;Yes;Healthcare;30;Low;30
465236;Male;Yes;47;Yes;Artist;0;Low;10
461433;Male;Yes;70;Yes;Doctor;10;High;30
466345;Male;No;21;No;Healthcare;10;Low;40
